Escola,Sexo,idade,TP_Moradia,Tamanho_Familia,Situacao_Pais,Educacao_Mae,Educacao_Pai,Trabalho_Mae,Trabalho_Pai,Motivo_Escolha_Escolar,Responsavel_Legal,Tempo_ida_Escola,Tempo_Estudo_Semanal,Apoio_Educacao_Extra,Apoio_Educacao_Pais,Aulas_Particulares,Ativ_Extracurricular,Frequentou_Creche,Quer_Fazer_Graduacao,Tem_Internet,Esta_Namorando,Boa_Convivencia_Familia,Tempo_Livre_Apos_Escola,Tempo_com_Amigos,Alcool_Dia_Util,Alcool_Fim_Semana,Estado_Saude,Falta_Escolar,Nota_1Semestre,Nota_2Semestre
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Do Lar,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Não,Não,Bom,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Bom,0,16,17
Mousinho da Silveira,Mulher,15,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,other,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Não,Não,Muito Ruim,Moderado,Alto,Muito Baixo,Muito Baixo,Muito Ruim,0,6,8
Mousinho da Silveira,Homem,16,Rural,Até 3,Separados,Ensino Superior,Ensino Superior,Do Lar,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Excelente,Moderado,Baixo,Muito Baixo,Moderado,Ruim,5,10,11
Mousinho da Silveira,Homem,16,Urbano,Acima de 3,Separados,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Outro,Mãe,Até 15 min,5 a 10h,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,10,11
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Não,Sim,Bom,Muito Alto,Alto,Muito Baixo,Baixo,Muito Bom,0,10,10
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Outro,Pai,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Não,Não,Sim,Não,Excelente,Alto,Alto,Baixo,Baixo,Muito Bom,0,6,6
Mousinho da Silveira,Mulher,15,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Sim,Muito Ruim,Muito Alto,Muito Baixo,Moderado,Muito Alto,Muito Bom,0,13,14
Mousinho da Silveira,Mulher,16,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Reputação,Mãe,15 a 30 min,Mais de 10h,Não,Não,Não,Sim,Não,Não,Não,Sim,Muito Ruim,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Ruim,4,10,9
Mousinho da Silveira,Mulher,15,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Reputação,Pai,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Alto,Moderado,Muito Baixo,Baixo,Bom,0,10,10
Mousinho da Silveira,Mulher,15,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Alto,Moderado,Muito Baixo,Baixo,Ruim,4,6,7
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Nenhuma,Ensino Fundamental 2,other,other,Outro,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Não,Não,Razoavel,Baixo,Moderado,Muito Baixo,Baixo,Ruim,0,12,11
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Muito Alto,Muito Alto,Muito Baixo,Moderado,Razoavel,2,10,11
Mousinho da Silveira,Mulher,15,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,Serviços,Preferência pelo Curso,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Não,Sim,Sim,Não,Bom,Muito Baixo,Moderado,Muito Baixo,Muito Baixo,Bom,0,14,16
Mousinho da Silveira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Perto de Casa,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Excelente,Alto,Muito Alto,Alto,Muito Alto,Razoavel,0,7,0
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Sim,Não,Não,Sim,Sim,Não,Bom,Alto,Moderado,Baixo,Alto,Muito Bom,4,8,9
Mousinho da Silveira,Homem,15,Rural,Até 3,Morando Juntos,Ensino Superior,Ensino Fundamental 1,Saúde,Serviços,Reputação,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Alto,Muito Baixo,Baixo,Ruim,0,12,13
Mousinho da Silveira,Homem,15,Rural,Até 3,Morando Juntos,Ensino Superior,Ensino Fundamental 1,Saúde,Serviços,Reputação,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Alto,Muito Baixo,Baixo,Ruim,7,7,9
Mousinho da Silveira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Superior,other,Saúde,Outro,Mãe,30 min a 1h,2 a 5h,Não,Não,Não,Não,Não,Sim,Não,Não,Razoavel,Alto,Muito Alto,Muito Baixo,Baixo,Muito Bom,4,9,10
Mousinho da Silveira,Homem,15,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,Mais de 1h,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Excelente,Alto,Muito Alto,Baixo,Alto,Bom,8,7,9
Mousinho da Silveira,Homem,15,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Médio,Do Lar,Do Lar,Reputação,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,11,11
Mousinho da Silveira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Outro,Mãe,30 min a 1h,"Até 2h,",Não,Não,Não,Sim,Sim,Não,Não,Sim,Excelente,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Razoavel,8,8,10
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Preferência pelo Curso,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Baixo,Baixo,Muito Baixo,Muito Baixo,Bom,6,16,16
Mousinho da Silveira,Mulher,15,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Não,Não,Excelente,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Ruim,3,11,13
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,Serviços,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Alto,Alto,Muito Baixo,Baixo,Muito Ruim,2,15,15
Mousinho da Silveira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Preferência pelo Curso,Pai,15 a 30 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Não,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,10,11
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Muito Alto,Muito Baixo,Muito Baixo,Bom,4,9,10
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Muito Ruim,Moderado,Baixo,Muito Baixo,Baixo,Bom,0,10,8
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Muito Ruim,Moderado,Baixo,Muito Baixo,Baixo,Bom,3,9,8
Mousinho da Silveira,Mulher,15,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Bom,Alto,Baixo,Moderado,Moderado,Ruim,0,9,10
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Não,Sim,Excelente,Alto,Moderado,Baixo,Muito Baixo,Ruim,0,13,14
Mousinho da Silveira,Homem,17,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,Serviços,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Razoavel,4,10,11
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Pai,Mais de 1h,Mais de 10h,Não,Sim,Não,Não,Não,Sim,Sim,Não,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Muito Ruim,0,13,10
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Outro,Pai,Mais de 1h,5 a 10h,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Bom,Alto,Moderado,Muito Baixo,Muito Baixo,Muito Bom,2,10,9
Mousinho da Silveira,Mulher,15,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Perto de Casa,Pai,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Ruim,1,11,10
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Outro,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Baixo,Baixo,Alto,Moderado,Ruim,0,13,12
Mousinho da Silveira,Mulher,15,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Do Lar,Preferência pelo Curso,Pai,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Bom,Baixo,Muito Baixo,Muito Baixo,Baixo,Ruim,0,13,14
Mousinho da Silveira,Mulher,15,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Outro,Pai,Até 15 min,5 a 10h,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Bom,Alto,Moderado,Baixo,Baixo,Muito Bom,2,14,11
Mousinho da Silveira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Outro,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Não,Não,Razoavel,Alto,Alto,Moderado,Alto,Muito Bom,6,11,11
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Razoavel,Alto,Alto,Baixo,Moderado,Muito Bom,9,9,8
Mousinho da Silveira,Homem,15,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,other,Serviços,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Não,Não,Razoavel,Baixo,Moderado,Muito Baixo,Moderado,Bom,0,10,9
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Pai,30 min a 1h,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Alto,Muito Baixo,Muito Baixo,Ruim,1,14,13
Mousinho da Silveira,Homem,15,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Saúde,other,Reputação,Mãe,30 min a 1h,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Não,Não,Bom,Moderado,Moderado,Muito Baixo,Baixo,Bom,1,13,12
Mousinho da Silveira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,other,Professor,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Bom,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Razoavel,0,13,12
Mousinho da Silveira,Mulher,15,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Ruim,4,13,12
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Não,Sim,Não,Não,Bom,Alto,Alto,Baixo,Moderado,Muito Bom,2,12,11
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Pai,30 min a 1h,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Bom,0,14,14
Mousinho da Silveira,Homem,16,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Ruim,Alto,Moderado,Baixo,Moderado,Bom,4,10,8
Mousinho da Silveira,Homem,15,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Médio,Do Lar,other,Reputação,Pai,30 min a 1h,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Alto,Moderado,Muito Alto,Razoavel,2,10,11
Mousinho da Silveira,Mulher,15,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Excelente,Moderado,Baixo,Muito Baixo,Muito Baixo,Bom,0,12,13
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Excelente,Alto,Moderado,Muito Baixo,Muito Baixo,Muito Bom,2,10,8
Mousinho da Silveira,Homem,15,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Preferência pelo Curso,Pai,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Não,Sim,Sim,Não,Bom,Moderado,Moderado,Baixo,Alto,Razoavel,11,12,10
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Pai,15 a 30 min,2 a 5h,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Razoavel,Alto,Moderado,Muito Baixo,Muito Baixo,Muito Ruim,0,7,7
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Não,Não,Não,Bom,Muito Alto,Moderado,Muito Baixo,Muito Baixo,Muito Bom,4,9,9
Mousinho da Silveira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Do Lar,Serviços,Preferência pelo Curso,Outro,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Sim,Bom,Alto,Alto,Muito Baixo,Muito Baixo,Ruim,0,9,9
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,30 min a 1h,"Até 2h,",Não,Sim,Não,Sim,Sim,Não,Não,Sim,Excelente,Muito Alto,Moderado,Muito Baixo,Muito Baixo,Razoavel,2,9,10
Mousinho da Silveira,Mulher,15,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Não,Não,Sim,Excelente,Baixo,Muito Baixo,Muito Baixo,Moderado,Bom,0,9,10
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Pai,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Sim,Não,Sim,Não,Razoavel,Alto,Muito Alto,Muito Baixo,Baixo,Muito Ruim,1,9,10
Mousinho da Silveira,Mulher,16,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Não,Não,Não,Bom,Moderado,Alto,Muito Baixo,Baixo,Muito Ruim,6,7,7
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Muito Alto,Muito Baixo,Baixo,Bom,0,11,10
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Pai,Até 15 min,"Até 2h,",Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Bom,Alto,Moderado,Muito Baixo,Alto,Razoavel,1,9,10
Mousinho da Silveira,Mulher,18,Rural,Até 3,Separados,Ensino Médio,Ensino Fundamental 2,other,other,Preferência pelo Curso,Outro,15 a 30 min,5 a 10h,Não,Sim,Não,Não,Não,Não,Não,Sim,Razoavel,Moderado,Baixo,Muito Baixo,Muito Baixo,Ruim,6,7,9
Mousinho da Silveira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Sim,Sim,Não,Não,Sim,Excelente,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Razoavel,6,7,9
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Não,Sim,Não,Bom,Alto,Moderado,Moderado,Alto,Bom,0,8,9
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Do Lar,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Não,Não,Sim,Sim,Razoavel,Baixo,Moderado,Muito Baixo,Muito Baixo,Ruim,4,9,11
Mousinho da Silveira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Outro,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Muito Ruim,Muito Baixo,Alto,Alto,Muito Baixo,Muito Ruim,12,7,8
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,Saúde,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Não,Não,Sim,Não,Sim,Razoavel,Moderado,Baixo,Muito Baixo,Muito Baixo,Razoavel,2,8,10
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Nenhuma,Ensino Fundamental 1,other,Do Lar,Preferência pelo Curso,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Não,Sim,Não,Não,Ruim,Alto,Alto,Moderado,Muito Alto,Muito Bom,5,9,9
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Não,Sim,Não,Bom,Alto,Muito Alto,Muito Baixo,Moderado,Razoavel,0,8,9
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,other,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Não,Sim,Sim,Bom,Muito Alto,Alto,Muito Baixo,Muito Baixo,Bom,0,14,13
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Serviços,Serviços,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Alto,Alto,Baixo,Baixo,Bom,2,14,14
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Do Lar,Preferência pelo Curso,Mãe,15 a 30 min,Mais de 10h,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Excelente,Alto,Muito Alto,Moderado,Alto,Muito Bom,0,10,11
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Ruim,0,14,13
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Bom,Baixo,Muito Alto,Muito Baixo,Baixo,Muito Bom,0,17,16
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Preferência pelo Curso,Pai,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Excelente,Moderado,Muito Alto,Muito Alto,Muito Alto,Muito Ruim,12,6,7
Mousinho da Silveira,Homem,16,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Médio,other,other,Preferência pelo Curso,Pai,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Muito Alto,Muito Baixo,Muito Alto,Muito Bom,8,14,12
Mousinho da Silveira,Homem,17,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Outro,Mãe,30 min a 1h,Mais de 10h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Muito Ruim,Moderado,Muito Alto,Moderado,Muito Alto,Razoavel,2,10,8
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Outro,Até 15 min,Mais de 10h,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Ruim,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Bom,0,14,14
Mousinho da Silveira,Mulher,19,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Excelente,Alto,Muito Alto,Muito Baixo,Muito Baixo,Muito Ruim,0,12,13
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Reputação,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Bom,Alto,Muito Alto,Muito Baixo,Baixo,Muito Bom,0,11,11
Mousinho da Silveira,Mulher,20,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Do Lar,Serviços,Outro,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Razoavel,Moderado,Alto,Baixo,Alto,Razoavel,8,11,9
Mousinho da Silveira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Preferência pelo Curso,Pai,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,0,11,11
Mousinho da Silveira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,30 min a 1h,"Até 2h,",Não,Sim,Não,Não,Não,Sim,Sim,Não,Bom,Alto,Muito Alto,Muito Baixo,Baixo,Muito Bom,0,10,9
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Pai,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Excelente,Moderado,Baixo,Muito Baixo,Muito Baixo,Muito Ruim,0,16,17
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Excelente,Moderado,Baixo,Muito Baixo,Muito Baixo,Muito Ruim,0,15,17
